,Order,PID,LotArea,LotShape,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSFOne,TotalBsmtSF,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,YrSold,SalePrice,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_nan,Street_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSa,LotConfig_FRThree,LotConfig_FRTwo,LotConfig_Inside,BldgType_Duplex,BldgType_OneFam,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_OnePointFiveUnf,HouseStyle_OneStory,HouseStyle_SFoyer,HouseStyle_SLvl,HouseStyle_TwoPointFiveFin,HouseStyle_TwoPointFiveUnf,HouseStyle_TwoStory,RoofStyle_Gable,RoofStyle_Gambr,RoofStyle_Hip,RoofStyle_Mansa,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_TarGrv,RoofMatl_WdShake,RoofMatl_WdShngl,ExteriorFirst_AsphShn,ExteriorFirst_BrkComm,ExteriorFirst_BrkFace,ExteriorFirst_CemntBd,ExteriorFirst_HdBoard,ExteriorFirst_ImStucc,ExteriorFirst_MetalSd,ExteriorFirst_Plywood,ExteriorFirst_PreCast,ExteriorFirst_Stucco,ExteriorFirst_VinylSd,ExteriorFirst_WdSdng,ExteriorFirst_WdShing,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y
1714,1863,534104090,7050,4,7,5,2001,2001,5,4,2,738,1057,1057,872,0,1929,1,0,2,1,3,1,4,7,1,2,650,0,235,2007,226000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1715,2133,907192120,10665,3,7,5,2003,2003,5,4,4,1013,1453,1479,0,0,1479,1,0,2,0,3,1,4,7,0,2,558,144,29,2007,226000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1716,2569,535125060,14200,4,7,6,1966,1966,4,4,2,445,924,1216,941,0,2157,0,0,2,1,4,1,4,8,2,2,487,105,66,2006,226000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1717,1435,907175080,8696,3,7,5,1997,1998,5,4,5,1308,1418,1418,0,0,1418,1,0,2,0,3,1,4,5,1,2,558,208,110,2008,226001,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1718,1018,527301245,12680,3,7,6,1988,1988,5,5,3,983,1675,1688,0,0,1688,1,0,2,0,2,1,5,6,1,2,528,0,48,2008,226500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1719,1421,906223110,9938,4,7,5,1994,1994,5,4,2,1271,1602,1626,0,0,1626,1,0,2,1,3,1,4,7,1,2,534,424,40,2008,226500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1720,1744,528228375,3621,4,8,5,2003,2003,5,4,5,1084,1406,1589,0,0,1589,1,0,2,0,2,1,4,7,1,3,630,143,20,2007,226500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1721,1124,528477040,9803,4,7,5,2005,2005,5,4,2,400,866,866,902,0,1768,0,0,2,1,3,1,4,7,0,2,603,0,108,2008,226700,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1722,1094,528280180,8220,3,7,5,2000,2001,5,4,4,544,982,1008,884,0,1892,0,0,2,1,3,1,3,8,1,2,431,108,0,2008,226750,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1723,593,534177230,8400,4,8,6,2001,2001,5,4,2,643,810,810,855,0,1665,1,0,2,1,3,1,4,6,0,2,528,0,45,2009,227000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1724,848,907192090,9808,3,7,5,2002,2002,5,4,2,788,1573,1573,0,0,1573,1,0,2,0,3,1,4,6,0,2,544,0,72,2009,227000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1725,1234,535126140,14670,4,6,7,1966,1999,4,4,2,575,1104,1104,884,0,1988,0,0,2,1,4,1,4,9,1,2,480,0,230,2008,227000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1726,1787,528435070,10000,4,8,5,2006,2006,5,5,4,0,1588,1588,0,0,1588,0,0,2,0,3,1,4,7,1,3,825,144,45,2007,227000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1727,2799,907285010,11250,3,7,5,1998,1998,5,4,3,796,1054,1070,869,0,1939,0,1,2,1,3,1,4,8,1,3,555,128,84,2006,227000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1728,1428,906420130,11228,2,7,5,1993,1993,5,4,2,50,1080,1080,1017,0,2097,0,1,2,1,3,1,4,9,1,3,678,196,187,2008,228000,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1729,2152,907275080,11927,4,8,5,1994,1995,5,4,5,408,1556,1592,0,0,1592,0,0,2,0,3,1,4,7,1,2,484,120,35,2007,228000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1730,2895,916326010,16669,3,8,6,1981,1981,5,4,2,0,1686,1707,0,0,1707,0,0,2,1,2,1,3,6,1,2,511,574,64,2006,228000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1731,2095,906204140,11287,4,7,6,1989,1989,5,4,4,421,807,1175,807,0,1982,0,0,2,1,3,1,4,7,1,2,575,0,84,2007,228500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1732,2146,907252020,9375,4,8,5,2002,2002,5,4,2,0,1284,1284,885,0,2169,0,0,2,1,3,1,4,7,1,2,647,192,87,2007,228500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1733,1423,906223220,10541,3,7,5,1996,1996,5,4,4,0,672,1302,735,0,2037,0,0,2,1,3,1,4,8,1,2,472,100,33,2008,229000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1734,2344,527302080,13837,3,7,5,1988,1988,5,5,2,1002,1204,1377,806,0,2183,0,0,2,1,4,1,4,9,0,3,786,0,0,2006,229000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1735,520,528458060,8640,4,7,5,2008,2008,5,4,2,0,1402,1402,0,0,1402,0,0,2,0,3,1,4,7,0,2,625,205,126,2009,229800,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1736,110,534102025,8000,4,7,5,2002,2002,5,4,2,833,1492,1492,0,0,1492,1,0,2,0,3,1,4,6,1,2,596,277,137,2010,230000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1737,234,905352140,17082,3,6,5,1978,1992,5,4,4,964,1117,1117,864,0,1981,1,0,2,1,4,1,4,8,1,2,522,336,104,2010,230000,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1738,456,528175060,5001,3,7,5,2007,2008,5,4,2,904,1314,1314,0,0,1314,1,0,2,0,2,1,4,6,1,2,626,172,62,2009,230000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1739,590,534151120,13774,3,7,7,1977,1992,5,4,2,432,908,1316,972,0,2288,0,0,1,2,4,1,4,8,2,2,520,321,72,2009,230000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1740,849,907194010,12420,4,7,5,2001,2001,5,4,2,666,944,944,896,0,1840,1,0,2,1,3,1,4,6,0,2,622,0,45,2009,230000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1741,1454,907250020,9742,4,8,5,2002,2002,5,4,2,0,1777,1795,0,0,1795,0,0,2,0,3,1,4,7,1,2,534,171,159,2008,230000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1742,1458,907254020,9066,3,8,5,1999,2000,5,4,3,668,1004,1004,848,0,1852,0,0,2,1,3,1,4,7,2,3,660,224,106,2008,230000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1743,2442,528294070,8738,3,7,5,1999,1999,5,4,2,0,975,1005,1286,0,2291,0,0,2,1,4,1,4,8,1,2,429,192,0,2006,230000,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1744,2796,907265030,8125,4,7,5,2002,2002,5,4,2,986,1654,1654,0,0,1654,1,0,2,0,3,1,4,6,0,3,900,0,136,2006,230000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1745,2860,909276010,11435,3,8,7,1929,1950,5,4,2,0,792,792,725,0,1517,0,0,1,0,3,1,4,7,2,2,400,0,0,2006,230000,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1746,2893,916252170,8239,3,7,5,1986,1986,1,1,1,0,0,1295,0,0,1295,0,0,2,0,2,1,4,5,0,1,312,0,0,2006,230000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1747,1457,907253110,10400,4,7,5,2001,2001,5,4,2,0,1257,1290,871,0,2161,0,0,2,1,3,1,4,8,1,2,570,0,84,2008,230500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1748,2435,528240080,11194,3,8,5,2000,2000,5,4,2,0,1406,1454,482,0,1936,0,0,2,1,3,1,4,7,1,2,504,188,124,2006,230500,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1749,341,924152030,12961,4,6,5,1993,1994,5,4,3,944,1152,1152,645,0,1797,1,0,2,1,3,1,4,7,1,2,616,162,312,2010,231000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1750,1529,909254050,7609,4,8,9,1925,1997,3,4,2,406,798,798,714,0,1512,1,0,2,0,3,1,4,7,1,1,180,85,16,2008,231000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1751,838,907130100,15426,3,6,5,1997,1997,5,4,2,821,928,928,836,0,1764,1,0,2,1,3,1,4,7,0,2,470,276,99,2009,231500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1752,1442,907194020,12435,4,7,5,2001,2001,5,4,2,361,963,963,829,0,1792,0,0,2,1,3,1,4,7,1,2,564,0,96,2008,231500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1753,271,907401090,10635,2,8,5,2003,2003,5,4,4,370,1657,1668,0,0,1668,1,0,2,0,3,1,4,8,1,2,502,0,262,2010,232000,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1754,2459,528439030,8688,4,7,5,2005,2005,5,4,4,0,1616,1616,0,0,1616,0,0,2,0,3,1,4,7,0,3,834,208,59,2006,232000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1755,1584,916455120,11202,3,8,5,2003,2003,6,4,4,1029,1432,1440,0,0,1440,1,0,2,0,3,1,4,7,1,2,467,185,95,2008,232500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1756,1714,528172070,9254,3,8,5,2005,2005,5,4,2,119,1721,1721,0,0,1721,1,0,2,0,3,1,4,7,0,2,554,168,27,2007,232698,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1757,73,531367050,10142,3,7,5,2004,2004,5,4,2,656,956,956,1128,0,2084,1,0,2,1,4,1,4,8,0,2,618,0,45,2010,233000,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1758,834,906426210,16698,3,7,5,1992,1993,5,4,4,800,1449,944,815,0,1759,1,0,2,1,3,1,4,7,1,2,525,150,193,2009,233500,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1759,919,909257050,10918,4,7,9,1926,2004,5,4,2,0,1276,1276,804,0,2080,0,0,1,1,3,1,4,9,2,1,282,0,0,2009,234000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1760,2421,528228325,3196,4,7,5,2003,2004,5,4,5,0,1374,1557,0,0,1557,0,0,2,0,2,1,4,7,1,2,420,143,20,2006,234000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1761,1076,528186160,6240,4,8,5,2006,2007,5,4,2,846,1342,1342,0,0,1342,1,0,2,0,2,1,4,6,1,2,550,0,35,2008,234250,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1762,532,528490040,8736,3,7,5,2003,2004,5,4,2,771,1553,1553,0,0,1553,1,0,2,0,3,1,4,6,0,2,588,192,88,2009,234500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1763,387,527368010,8470,4,8,5,2002,2002,5,4,2,225,972,972,839,0,1811,0,0,2,1,3,1,4,7,1,2,565,225,48,2009,235000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1764,565,533135020,11949,4,7,8,1991,2008,5,4,2,601,975,975,780,0,1755,0,1,2,1,3,1,4,7,1,2,524,502,60,2009,235000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1765,1021,527302185,18559,3,7,5,1978,1978,5,4,2,1206,2048,2064,0,0,2064,1,0,2,0,3,1,4,7,2,2,550,200,0,2008,235000,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1766,1393,905202230,13500,4,6,7,1960,1975,5,4,5,429,1602,1252,0,0,1252,1,0,1,0,1,1,3,4,1,2,564,409,0,2008,235000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1767,1410,905427070,13728,4,6,7,1935,1986,4,4,2,626,1127,1236,872,0,2108,0,0,2,0,4,1,4,7,2,2,540,0,0,2008,235000,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1768,1456,907253060,10316,3,7,5,2000,2000,5,4,2,735,992,992,873,0,1865,1,0,2,1,3,1,4,7,1,3,839,0,184,2008,235000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1769,2737,905427010,19950,4,6,7,1928,1950,4,4,2,0,672,1337,672,0,2009,0,0,2,0,4,1,3,8,2,3,795,0,42,2006,235000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1770,2774,907175030,9100,4,7,5,2000,2000,5,4,4,1400,1525,1525,0,0,1525,1,0,2,0,3,1,4,6,0,2,541,219,36,2006,235000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1771,2129,907187040,10820,2,7,5,1999,1999,5,4,5,342,988,988,885,0,1873,0,0,2,1,3,1,4,7,1,2,597,202,123,2007,235500,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1772,248,906223090,9938,4,7,5,1993,1994,5,4,2,750,1050,1062,887,0,1949,1,0,2,1,3,1,4,8,1,2,574,156,90,2010,236000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1773,484,528275070,8795,3,7,5,2000,2000,5,4,2,300,952,980,1276,0,2256,0,0,2,1,4,1,4,8,1,2,554,224,54,2009,236000,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1774,9,527146030,5389,3,8,5,1995,1996,5,4,2,1180,1595,1616,0,0,1616,1,0,2,0,2,1,4,5,1,2,608,237,152,2010,236500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1775,865,907252210,11838,4,8,5,2001,2001,5,4,4,0,1753,1788,0,0,1788,0,0,2,0,3,1,5,7,1,2,522,202,151,2009,236500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1776,1541,909428170,26073,3,5,5,1956,1956,4,4,2,1116,1898,1898,0,0,1898,0,0,2,1,3,1,3,7,2,2,484,0,51,2008,236500,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1777,266,907262050,9548,3,7,6,2003,2003,5,4,2,483,941,941,888,0,1829,1,0,2,1,3,1,4,7,1,2,613,192,39,2010,237000,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1778,831,906392110,11645,4,8,5,2005,2006,6,4,5,24,1498,1498,0,0,1498,0,0,2,0,3,1,4,7,1,3,844,144,98,2009,237000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1779,1455,907251090,9473,4,8,5,2002,2002,5,4,2,804,1128,1128,903,0,2031,1,0,2,1,3,1,4,7,1,2,577,0,211,2008,237000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1780,2800,907285100,11250,4,7,5,1995,1996,5,5,4,685,930,950,1045,0,1995,1,0,2,1,4,1,4,8,1,2,610,275,170,2006,237000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
