Order,PID,LotArea,Street,LotShape,LandContour,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExteriorFirst,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSFOne,TotalBsmtSF,Heating,CentralAir,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,YrSold,SalePrice
486,528280230,12224,Pave,IR1,Lvl,Corner,OneFam,TwoStory,6,5,2000,2000,Gable,CompShg,VinylSd,PConc,Gd,TA,No,695,992,GasA,Y,1022,1032,0,2054,1,0,2,1,3,1,Gd,7,1,BuiltIn,2,390,24,48,2009,244000
1614,526355170,13651,Pave,IR1,Lvl,Inside,OneFam,OneStory,7,6,1973,1973,Gable,CompShg,Plywood,CBlock,Gd,TA,Gd,1880,2223,GasA,Y,2223,0,0,2223,1,0,2,0,3,1,TA,8,2,Attchd,2,516,300,0,2007,244000
2256,916226090,4054,Pave,IR1,Lvl,Inside,TwnhsE,OneStory,7,6,1987,1987,Gable,CompShg,VinylSd,BrkTil,Gd,TA,Av,949,1501,GasA,Y,1501,0,0,1501,1,0,2,0,2,1,Gd,5,2,Attchd,2,512,240,0,2007,244000
512,528439060,9139,Pave,IR1,Lvl,Inside,OneFam,OneStory,8,5,2006,2006,Hip,CompShg,VinylSd,PConc,Ex,TA,Av,379,1422,GasA,Y,1432,0,0,1432,0,0,2,0,3,1,Gd,7,1,Attchd,2,492,297,50,2009,245000
1116,528431060,10206,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,No,33,1563,GasA,Y,1563,0,0,1563,0,0,2,0,3,1,Gd,6,1,Attchd,3,758,144,99,2008,245000
1401,905352070,20270,Pave,IR1,Lvl,CulDSa,OneFam,OneStory,7,6,1979,1979,Gable,CompShg,Plywood,CBlock,Gd,TA,Gd,599,1524,GasA,Y,1524,0,0,1524,1,0,2,0,3,1,TA,7,2,Attchd,2,478,140,0,2008,245000
2252,914460110,12864,Pave,IR1,Lvl,CulDSa,OneFam,OneStory,7,5,2002,2002,Gable,CompShg,VinylSd,PConc,Gd,TA,No,1392,1409,GasA,Y,1409,0,0,1409,1,0,1,1,1,1,Gd,4,1,Attchd,2,576,0,144,2007,245000
250,906378100,10475,Pave,IR1,Lvl,Corner,OneFam,OneStory,8,5,2008,2008,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1694,GasA,Y,1694,0,0,1694,0,0,2,0,3,1,Gd,7,0,Attchd,3,776,160,33,2010,245350
1179,533250050,14963,Pave,IR2,Lvl,Inside,TwnhsE,OneStory,8,5,1996,1996,Gable,CompShg,BrkFace,PConc,Gd,TA,No,786,1260,GasA,Y,1288,0,0,1288,1,0,1,1,1,1,Ex,4,2,Attchd,2,500,120,30,2008,245500
1713,528172050,9926,Pave,IR1,Lvl,Inside,OneFam,OneStory,7,5,2005,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,Mn,1178,1614,GasA,Y,1614,0,0,1614,1,0,2,0,3,1,Gd,7,0,Attchd,3,878,100,38,2007,245700
2158,907295040,17227,Pave,IR2,Lvl,CulDSa,OneFam,OneStory,8,5,1999,2000,Gable,CompShg,VinylSd,PConc,Gd,TA,Gd,915,1341,GasA,Y,1341,0,0,1341,1,0,1,1,1,1,Gd,5,1,Attchd,2,482,240,84,2007,246900
2423,528228360,2938,Pave,Reg,Lvl,Inside,TwnhsE,OneStory,7,5,2002,2002,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,1038,1368,GasA,Y,1511,0,0,1511,1,0,2,0,2,1,Gd,5,1,Attchd,2,398,130,30,2006,246990
1001,527131110,6264,Pave,IR1,Lvl,Corner,OneFam,OneStory,8,5,1997,1997,Gable,CompShg,CemntBd,PConc,Ex,TA,Mn,656,1664,GasA,Y,1682,0,0,1682,1,0,1,1,1,1,Gd,6,1,Attchd,2,528,0,0,2008,247900
506,528390210,29959,Pave,IR2,Lvl,FRTwo,OneFam,TwoStory,7,6,1994,1994,Gable,CompShg,HdBoard,PConc,Gd,TA,No,595,973,GasA,Y,979,871,0,1850,0,0,2,1,3,1,Gd,7,1,BuiltIn,2,467,168,98,2009,248000
1763,528326060,11000,Pave,Reg,Lvl,FRTwo,OneFam,TwoStory,8,5,2000,2000,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,969,GasA,Y,997,1288,0,2285,0,0,2,1,4,1,Gd,8,1,BuiltIn,3,648,0,56,2007,248000
460,528180130,6472,Pave,Reg,Lvl,Inside,TwnhsE,OneStory,9,5,2008,2008,Hip,CompShg,VinylSd,PConc,Ex,TA,No,0,1451,GasA,Y,1456,0,0,1456,0,0,2,0,2,1,Ex,6,1,Attchd,2,539,192,42,2009,248500
1425,906380030,9345,Pave,IR1,Lvl,Inside,OneFam,OneStory,8,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1615,GasA,Y,1615,0,0,1615,0,0,2,0,3,1,Gd,7,1,Attchd,3,864,168,30,2008,248500
377,527353060,12388,Pave,IR1,Lvl,Inside,OneFam,TwoStory,7,7,1980,1991,Gable,CompShg,Plywood,CBlock,Gd,TA,No,602,1043,GasA,Y,1539,1134,0,2673,0,0,2,1,4,1,Gd,9,1,BuiltIn,2,441,178,84,2009,249000
1790,528439080,8251,Pave,Reg,Lvl,Inside,OneFam,OneStory,7,5,2005,2006,Gable,CompShg,VinylSd,PConc,Gd,Gd,Av,778,1494,GasA,Y,1506,0,0,1506,1,0,2,0,3,1,Gd,7,1,Attchd,2,672,192,35,2007,249000
1801,528477020,11096,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,24,1656,GasA,Y,1656,0,0,1656,0,0,2,0,3,1,Gd,7,0,Attchd,3,826,0,146,2007,249700
521,528458140,12606,Pave,IR1,Lvl,Inside,OneFam,OneStory,9,5,2007,2008,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1530,GasA,Y,1530,0,0,1530,0,0,2,0,3,1,Gd,7,1,Attchd,3,984,212,136,2009,250000
863,907250070,11664,Pave,Reg,Lvl,Corner,OneFam,OneStory,7,5,2002,2002,Hip,CompShg,VinylSd,PConc,Gd,TA,Av,1234,1569,GasA,Y,1611,0,0,1611,1,0,2,0,3,1,Gd,6,0,Attchd,3,1231,262,93,2009,250000
1062,528142020,8899,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2007,2007,Hip,CompShg,VinylSd,PConc,Gd,TA,Av,40,948,GasA,Y,948,1140,0,2088,0,0,2,1,4,1,Gd,10,1,BuiltIn,3,656,100,24,2008,250000
1101,528326030,14260,Pave,IR1,Lvl,FRTwo,OneFam,TwoStory,8,5,2000,2000,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,655,1145,GasA,Y,1145,1053,0,2198,1,0,2,1,4,1,Gd,9,1,Attchd,3,836,192,84,2008,250000
1125,528478030,9375,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2003,2004,Hip,CompShg,VinylSd,PConc,Ex,TA,No,0,1053,GasA,Y,1053,939,0,1992,0,0,2,1,3,1,Gd,9,1,Attchd,2,648,140,45,2008,250000
1126,528478040,10625,Pave,Reg,Lvl,Inside,OneFam,TwoStory,7,5,2005,2005,Gable,CompShg,CemntBd,PConc,Gd,TA,No,0,1026,GasA,Y,1026,932,0,1958,0,0,2,1,3,1,Gd,9,1,Attchd,3,936,154,210,2008,250000
1562,911370520,3811,Pave,IR1,HLS,Inside,TwnhsE,OneStory,7,5,2004,2005,Hip,CompShg,CemntBd,PConc,Ex,TA,Gd,1474,1594,GasA,Y,1646,0,0,1646,1,1,2,0,2,1,Ex,5,1,Attchd,2,482,128,53,2008,250000
1699,528112150,11428,Pave,IR1,Lvl,Inside,OneFam,OneStory,8,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,1626,GasA,Y,1634,0,0,1634,0,0,2,0,3,1,Gd,7,1,Attchd,3,866,0,44,2007,250000
2319,527108030,13128,Pave,IR1,HLS,CulDSa,OneFam,TwoStory,8,5,2005,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,1074,GasA,Y,1074,990,0,2064,0,0,2,1,4,1,Gd,7,1,Attchd,2,527,0,119,2006,250000
2863,909280030,11500,Pave,IR1,Lvl,Inside,OneFam,OnePointFiveFin,7,7,1936,1987,Gable,CompShg,BrkFace,CBlock,Gd,TA,No,223,1017,GasA,Y,1020,1037,0,2057,0,0,1,1,3,1,Gd,6,1,Attchd,1,180,0,0,2006,250000
2898,916403130,11170,Pave,IR2,Lvl,Corner,OneFam,TwoStory,7,5,1990,1991,Gable,CompShg,MetalSd,Wood,Gd,TA,No,1216,1216,GasA,Y,1298,1216,0,2514,0,0,2,1,4,1,TA,8,0,Attchd,2,693,0,0,2006,250000
947,914465020,10125,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2000,2001,Gable,CompShg,CemntBd,PConc,Gd,TA,No,445,1107,GasA,Y,1040,1012,0,2052,0,0,2,1,3,1,Gd,7,1,BuiltIn,3,642,210,91,2009,251000
1621,527126030,5330,Pave,Reg,Lvl,Inside,TwnhsE,OneStory,8,5,2000,2000,Gable,CompShg,CemntBd,PConc,Gd,TA,Av,1196,1494,GasA,Y,1652,0,0,1652,1,0,2,0,2,1,Ex,6,0,Attchd,2,499,96,48,2007,251000
526,528480040,10574,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2005,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,Mn,0,1082,GasA,Y,1082,871,0,1953,0,0,2,1,3,1,Gd,9,1,Attchd,3,1043,160,50,2009,252000
1767,528348030,10790,Pave,Reg,Lvl,Inside,OneFam,TwoStory,7,5,1998,1998,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,1066,GasA,Y,1108,1277,0,2385,0,0,2,1,4,1,Gd,8,1,BuiltIn,3,600,120,38,2007,252000
2382,528106120,16163,Pave,Reg,Lvl,Corner,OneFam,OneStory,8,5,2004,2004,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1618,GasA,Y,1618,0,0,1618,0,0,2,0,2,1,Gd,6,1,Attchd,3,880,0,0,2006,252000
513,528441020,9675,Pave,Reg,Lvl,Inside,OneFam,TwoStory,7,5,2005,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,Mn,341,1113,GasA,Y,1113,858,0,1971,0,0,2,1,3,1,Gd,8,1,Attchd,2,689,0,48,2009,253000
1804,528482010,11824,Pave,IR1,Lvl,Corner,OneFam,OneStory,8,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1685,GasA,Y,1685,0,0,1685,0,0,2,0,2,1,Gd,5,1,Attchd,3,658,112,63,2007,253000
106,533244030,7379,Pave,IR1,Lvl,Inside,OneFam,TwoStory,8,5,2000,2000,Gable,CompShg,VinylSd,PConc,Gd,TA,No,484,975,GasA,Y,975,873,0,1848,1,0,2,1,3,1,Gd,7,1,Attchd,2,592,280,184,2010,254000
462,528186180,6240,Pave,Reg,Lvl,Inside,TwnhsE,OneStory,8,5,2006,2006,Hip,CompShg,MetalSd,PConc,Gd,TA,No,863,1324,GasA,Y,1324,0,0,1324,1,0,2,0,2,1,Gd,6,1,Attchd,2,550,192,38,2009,254000
864,907252060,12334,Pave,IR1,Lvl,Inside,OneFam,TwoStory,8,5,2003,2003,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1068,GasA,Y,1068,1116,0,2184,0,0,2,1,4,1,Gd,8,1,BuiltIn,2,570,192,132,2009,254750
71,528477080,12552,Pave,Reg,Lvl,Corner,OneFam,TwoStory,7,5,2004,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,No,222,991,GasA,Y,991,956,0,1947,0,0,2,1,3,1,Gd,8,1,Attchd,2,678,0,136,2010,254900
310,914467040,11050,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,1998,1999,Gable,CompShg,VinylSd,PConc,Gd,TA,No,615,1049,GasA,Y,1036,880,0,1916,1,0,2,1,3,1,Gd,8,1,Attchd,3,741,0,70,2010,254900
1782,528431050,13501,Pave,IR1,Lvl,Corner,OneFam,OneStory,8,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,No,63,1623,GasA,Y,1636,0,0,1636,1,0,2,0,3,1,Gd,8,1,Attchd,3,865,0,60,2007,255000
1855,533251110,12000,Pave,Reg,Lvl,Inside,OneFam,OneStory,7,6,1980,1980,Hip,CompShg,VinylSd,CBlock,Gd,TA,No,1732,2002,GasA,Y,2362,0,0,2362,1,0,2,1,3,1,Gd,8,1,Attchd,2,546,180,16,2007,255000
1870,534151180,10530,Pave,Reg,Lvl,Inside,OneFam,TwoStory,7,6,1993,1993,Gable,CompShg,MetalSd,PConc,Gd,TA,No,819,1148,GasA,Y,1091,984,0,2075,1,0,2,1,3,1,Gd,8,1,Attchd,2,473,235,86,2007,255000
2078,905401020,12671,Pave,IR1,Lvl,Corner,OneFam,OneStory,6,7,1954,1994,Hip,CompShg,MetalSd,CBlock,Gd,Fa,No,353,1288,GasA,Y,2422,0,0,2422,0,0,3,0,4,1,Gd,6,2,Attchd,2,527,0,63,2007,255000
2790,907251100,11367,Pave,Reg,Lvl,Corner,OneFam,TwoStory,8,5,2002,2002,Gable,CompShg,VinylSd,PConc,Gd,TA,Mn,932,1065,GasA,Y,1091,898,0,1989,1,0,2,1,3,1,Gd,7,1,Attchd,2,586,199,60,2006,255000
438,528120020,11146,Pave,IR1,Lvl,Inside,OneFam,OneStory,8,5,2006,2006,Gable,CompShg,VinylSd,PConc,Ex,TA,Av,0,1709,GasA,Y,1717,0,0,1717,0,0,2,0,3,1,Gd,7,1,Attchd,3,908,169,39,2009,255500
451,528172060,9658,Pave,IR1,Lvl,Inside,OneFam,OneStory,8,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,1598,GasA,Y,1606,0,0,1606,0,0,2,0,3,1,Gd,6,1,Attchd,3,871,230,60,2009,255900
1463,907260010,11250,Pave,Reg,Lvl,Corner,OneFam,TwoStory,8,5,2002,2002,Gable,CompShg,CemntBd,PConc,Gd,TA,Mn,0,1128,GasA,Y,1149,1141,0,2290,0,0,2,1,4,1,Gd,9,1,Attchd,2,779,0,0,2008,255900
626,535125070,14695,Pave,IR1,Lvl,Inside,OneFam,OneStory,6,8,1966,2008,Gable,CompShg,MetalSd,CBlock,TA,TA,No,1387,1562,GasA,Y,1567,0,0,1567,1,0,2,0,2,1,Gd,5,2,Attchd,2,542,0,110,2009,256000
1129,528482020,10625,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1660,GasA,Y,1660,0,0,1660,0,0,2,0,3,1,Gd,7,1,Attchd,3,660,133,120,2008,256000
426,528108010,14230,Pave,Reg,Lvl,Corner,OneFam,OneStory,8,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,1566,GasA,Y,1600,0,0,1600,0,0,2,0,3,1,Gd,7,1,Attchd,3,890,0,56,2009,256300
1118,528431120,9801,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1341,GasA,Y,1341,520,0,1861,0,0,3,0,3,1,Gd,7,1,BuiltIn,3,851,144,60,2008,257000
2259,916326090,19958,Pave,Reg,Lvl,Inside,OneFam,OneStory,6,8,1958,1995,Hip,CompShg,HdBoard,CBlock,TA,TA,No,0,585,GasA,Y,2279,0,0,2279,0,0,2,1,4,1,Gd,7,1,Attchd,2,461,274,0,2007,257000
2870,909426060,15600,Pave,Reg,Lvl,Inside,OneFam,TwoStory,5,7,1950,1963,Gable,CompShg,WdSdng,CBlock,Gd,TA,No,760,1168,GasA,Y,1278,1037,0,2315,1,0,2,0,4,1,TA,9,3,Attchd,1,342,0,0,2006,257000
294,909281080,10452,Pave,IR1,Lvl,Inside,OneFam,OnePointFiveFin,7,6,1941,1985,Gable,CompShg,WdSdng,BrkTil,Gd,TA,No,426,1528,GasA,Y,1225,908,0,2133,1,0,1,1,4,1,TA,8,2,Attchd,1,312,0,0,2010,257500
485,528275160,12891,Pave,IR1,Lvl,Corner,OneFam,TwoStory,8,5,2002,2002,Gable,CompShg,VinylSd,PConc,Ex,TA,No,651,870,GasA,Y,878,1126,0,2004,1,0,2,1,4,1,Gd,8,1,BuiltIn,3,644,0,48,2009,257500
2221,909425140,14442,Pave,Reg,Lvl,Inside,OneFam,OneStory,6,7,1957,2004,Hip,CompShg,CemntBd,PConc,TA,TA,No,1186,1477,GasA,Y,1839,0,0,1839,1,0,2,0,3,1,Gd,7,2,Attchd,2,416,0,87,2007,257500
43,528138020,14122,Pave,IR1,Lvl,Inside,OneFam,OneStory,8,5,2005,2006,Hip,CompShg,CemntBd,PConc,Ex,TA,No,28,1822,GasA,Y,1822,0,0,1822,0,0,2,0,3,1,Ex,8,1,Attchd,3,678,0,119,2010,259000
2220,909282020,7259,Pave,IR1,Lvl,Inside,OneFam,TwoStory,6,8,1945,2002,Gambr,CompShg,WdSdng,CBlock,TA,TA,No,774,1028,GasA,Y,1436,884,0,2320,1,0,2,1,3,1,Gd,9,1,Detchd,1,180,224,0,2007,259500
94,533205060,4835,Pave,IR1,Lvl,CulDSa,TwnhsE,OneStory,7,5,2004,2005,Gable,CompShg,MetalSd,PConc,Ex,TA,Av,1298,1488,GasA,Y,1488,0,0,1488,1,0,2,0,2,1,Gd,6,1,Attchd,2,506,168,50,2010,260000
233,905325030,23595,Pave,Reg,Low,Inside,OneFam,OneStory,7,6,1979,1979,Shed,WdShake,Plywood,PConc,Gd,TA,Gd,1258,1332,GasA,Y,1332,192,0,1524,2,0,0,1,0,1,Gd,4,1,Attchd,2,586,268,0,2010,260000
369,527258020,16158,Pave,IR1,Low,Inside,OneFam,OneStory,7,5,2005,2005,Hip,CompShg,VinylSd,PConc,Ex,TA,Av,1274,1530,GasA,Y,1530,0,0,1530,1,0,2,0,3,1,Gd,7,1,Attchd,2,430,168,36,2009,260000
371,527301320,13005,Pave,IR1,Lvl,Corner,OneFam,TwoStory,7,7,1980,1980,Gable,CompShg,CemntBd,CBlock,Gd,TA,No,692,845,GasA,Y,1153,1200,0,2353,1,0,2,1,4,1,Ex,10,1,Attchd,2,484,288,195,2009,260000
502,528365070,9900,Pave,Reg,Low,Inside,OneFam,TwoStory,7,5,1993,1993,Gable,CompShg,HdBoard,PConc,Gd,TA,Gd,987,1347,GasA,Y,1372,1274,0,2646,1,0,2,1,4,1,Gd,9,1,Attchd,3,656,340,60,2009,260000
503,528385050,9085,Pave,Reg,Lvl,Inside,OneFam,TwoStory,7,5,1995,1996,Gable,CompShg,VinylSd,PConc,Gd,TA,No,816,1070,GasA,Y,1094,967,0,2061,1,0,2,1,3,1,Gd,7,1,Attchd,2,647,296,102,2009,260000
1408,905426030,19550,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,7,1940,2007,Flat,TarGrv,PreCast,PConc,TA,TA,Gd,1035,1580,GasA,Y,1518,0,0,1518,1,0,1,0,2,1,Fa,5,2,NA,0,0,0,39,2008,260000
1420,906204280,9771,Pave,IR3,Lvl,Corner,OneFam,TwoStory,6,5,1995,2002,Gable,CompShg,HdBoard,PConc,Gd,TA,No,779,1077,GasA,Y,1093,1721,0,2814,0,1,2,1,4,1,Gd,9,1,BuiltIn,2,614,48,32,2008,260000
1788,528439040,8847,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2005,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,769,1538,GasA,Y,1538,0,0,1538,1,0,2,0,3,1,Gd,7,0,Attchd,2,484,146,40,2007,260000
2500,533110130,16059,Pave,Reg,Lvl,Corner,OneFam,TwoStory,8,5,1991,1992,Hip,CompShg,HdBoard,CBlock,Gd,TA,No,0,1288,GasA,Y,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,1,Attchd,2,462,127,82,2006,260000
2759,906392100,11645,Pave,Reg,Lvl,Inside,OneFam,OneStory,7,5,2005,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,1300,1734,GasA,Y,1734,0,0,1734,1,0,2,0,3,1,Gd,7,0,Attchd,2,660,160,24,2006,260000
62,528358010,10593,Pave,IR1,Lvl,Inside,OneFam,OneStory,7,5,1996,1996,Hip,CompShg,VinylSd,PConc,Gd,TA,No,919,1720,GasA,Y,1720,0,0,1720,1,0,2,0,3,1,Gd,7,1,Attchd,2,527,240,56,2010,260400
866,907252220,11885,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2001,2001,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,990,1299,GasA,Y,1299,573,0,1872,1,0,2,1,3,1,Ex,7,1,BuiltIn,2,531,160,122,2009,261500
2504,533128090,12461,Pave,Reg,Lvl,Corner,OneFam,OneStory,8,5,1994,1995,Gable,CompShg,ImStucc,PConc,Gd,TA,No,1456,1624,GasA,Y,1624,0,0,1624,1,0,2,0,2,1,Gd,5,1,Attchd,3,757,0,114,2006,262000
1419,906204150,11839,Pave,Reg,Lvl,Inside,OneFam,TwoStory,7,5,1990,1990,Hip,CompShg,HdBoard,PConc,Gd,TA,No,1085,1475,GasA,Y,1532,797,0,2329,1,0,2,1,4,1,Gd,10,1,Attchd,2,514,192,121,2008,262280
70,528458110,9000,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2008,2008,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,1078,1566,GasA,Y,1566,0,0,1566,1,0,2,0,3,1,Gd,7,0,Attchd,2,750,144,168,2010,262500
530,528482130,9375,Pave,Reg,Lvl,Inside,OneFam,TwoStory,7,5,2003,2004,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,912,GasA,Y,912,1182,0,2094,0,0,2,1,4,1,Gd,8,1,BuiltIn,2,615,182,182,2009,263000
1774,528366070,11762,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,1992,1993,Gable,CompShg,VinylSd,PConc,Ex,TA,No,335,1105,GasA,Y,1105,1097,0,2202,1,0,2,1,4,1,Gd,9,1,Attchd,2,517,0,65,2007,263000
1540,909425085,12392,Pave,Reg,Bnk,Inside,OneFam,OnePointFiveFin,7,9,1950,2000,Gable,CompShg,VinylSd,CBlock,TA,Gd,No,435,832,GasA,Y,1218,943,0,2161,1,0,2,1,3,1,Gd,8,2,Attchd,2,506,0,96,2008,263400
504,528387030,11692,Pave,IR1,Lvl,Inside,OneFam,TwoStory,8,5,1993,1994,Gable,CompShg,HdBoard,PConc,Gd,TA,No,624,1173,GasA,Y,1215,1017,0,2232,1,0,2,1,3,1,Gd,8,1,Attchd,2,623,173,165,2009,263550
500,528354050,10208,Pave,IR1,Lvl,Inside,OneFam,TwoStory,7,5,1996,1997,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,1264,GasA,Y,1277,1067,0,2344,0,0,2,1,3,1,Gd,7,1,Attchd,3,889,220,0,2009,265000
1805,528482030,10625,Pave,Reg,Lvl,Inside,OneFam,TwoStory,6,5,2004,2004,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1158,GasA,Y,1158,1285,0,2443,0,0,2,1,4,1,Gd,9,1,BuiltIn,3,744,193,127,2007,265000
2262,916384080,9037,Pave,IR1,HLS,Inside,OneFam,OneStory,8,5,2006,2006,Hip,CompShg,VinylSd,PConc,Gd,TA,Av,428,1476,GasA,Y,1484,0,0,1484,0,0,2,0,2,1,Ex,6,1,Attchd,2,472,120,33,2007,265900
1074,528186080,8849,Pave,IR1,Lvl,Inside,TwnhsE,OneStory,9,5,2005,2005,Hip,CompShg,MetalSd,PConc,Ex,TA,No,28,1684,GasA,Y,1684,0,0,1684,0,0,2,0,2,1,Ex,6,1,Attchd,2,564,495,72,2008,266000
2151,907270040,16226,Pave,IR3,Lvl,Inside,OneFam,TwoStory,8,5,1998,1999,Gable,CompShg,VinylSd,PConc,Gd,TA,No,281,1028,GasA,Y,1210,1242,0,2452,0,0,2,1,4,1,Gd,9,1,BuiltIn,2,683,208,50,2007,267000
1615,526355190,15865,Pave,IR1,Lvl,Inside,OneFam,OneStory,8,6,1970,1970,Flat,TarGrv,WdSdng,PConc,TA,Gd,Gd,351,2217,GasA,Y,2217,0,0,2217,1,0,2,0,4,1,Gd,8,1,Attchd,2,621,81,207,2007,268000
2503,533128030,13346,Pave,IR1,Lvl,CulDSa,OneFam,TwoStory,7,5,1992,2000,Gable,CompShg,HdBoard,PConc,Gd,TA,No,728,1095,GasA,Y,1166,1129,0,2295,1,0,2,1,4,1,Gd,9,1,Attchd,2,590,0,40,2006,268000
2797,907270050,10566,Pave,IR1,Lvl,Inside,OneFam,TwoStory,8,5,1999,1999,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,920,1090,GasA,Y,1090,1124,0,2214,1,0,2,1,3,1,Gd,8,1,Attchd,3,646,197,80,2006,268500
446,528142150,12878,Pave,IR1,Lvl,Corner,OneFam,OneStory,7,5,2003,2004,Hip,CompShg,VinylSd,PConc,Gd,TA,No,1262,1760,GasA,Y,1760,0,0,1760,1,0,2,0,3,1,Gd,8,1,Attchd,2,583,165,190,2009,269500
816,906230010,11855,Pave,Reg,Lvl,Inside,Duplex,TwoStory,7,5,2000,2000,Hip,CompShg,VinylSd,PConc,Ex,TA,No,820,1168,GasA,Y,1168,1619,0,2787,2,0,4,2,6,2,TA,8,2,BuiltIn,4,820,312,0,2009,269500
1769,528354060,9920,Pave,IR1,Lvl,CulDSa,OneFam,TwoStory,7,5,1996,1997,Gable,CompShg,MetalSd,PConc,Gd,TA,Av,862,1117,GasA,Y,1127,886,0,2013,1,0,2,1,3,1,TA,8,1,Attchd,2,455,180,130,2007,269790
230,905109170,20062,Pave,IR1,Low,Inside,OneFam,OneStory,7,7,1977,2001,Hip,CompShg,WdSdng,CBlock,Gd,TA,Gd,1092,1420,GasA,Y,1483,0,0,1483,1,0,1,1,1,1,TA,4,2,Attchd,2,690,496,0,2010,270000
246,906201120,11980,Pave,Reg,Low,Inside,OneFam,OneStory,7,5,1987,1987,Gable,CompShg,Plywood,CBlock,Gd,TA,Gd,1433,1433,GasA,Y,1433,0,0,1433,1,0,1,1,1,1,Gd,4,2,Attchd,2,528,0,278,2010,270000
346,527105130,11792,Pave,IR1,Lvl,Inside,OneFam,TwoStory,8,5,2003,2003,Gable,CompShg,VinylSd,PConc,Gd,TA,Gd,850,1008,GasA,Y,1008,1275,0,2283,0,0,2,1,4,1,Gd,9,1,BuiltIn,3,632,120,46,2009,270000
525,528477070,10603,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2006,2006,Hip,CompShg,VinylSd,PConc,Ex,Gd,No,682,900,GasA,Y,909,886,0,1795,1,0,2,1,3,1,Gd,8,1,Attchd,3,782,168,45,2009,270000
1798,528458120,9000,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1088,GasA,Y,1088,871,0,1959,0,0,2,1,3,1,Gd,8,1,Attchd,3,1025,208,46,2007,270000
2147,907252190,11354,Pave,Reg,Lvl,Inside,OneFam,OneStory,7,5,2000,2000,Gable,CompShg,VinylSd,PConc,TA,TA,Gd,1412,1673,GasA,Y,1673,0,0,1673,1,0,2,0,3,1,Gd,7,1,Attchd,2,583,306,113,2007,270000
